alumno;curso;nombre_cas;anyo;evaluacion;media_nota
4bd323cf91550f077acd2211c845668b03b6b81a570cc7241131331332c4a1d5;2837633039;Segundo;2022;A9;0.0
5af017e08e613c6ba5a0ba4718c66ed4baed38f312963871cb6ebfff83a52761;2837629455;Segundo;2022;A9;0.0
ce595072861911eb80de074d70641e0f28f6b3ab9e0d52a75ca58403ce671b4d;2837629455;Segundo;2022;A9;0.0
